0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
-0.8611844,0.48236498,0.8155353,-0.5662159,-1.0978115,0.6641852,1.0326052,0.11273797,-0.3820389,0.43514973,-0.014982576,-0.20318645,-0.29578382,-0.7420244,-0.10271199,-0.70434415,-0.050599907,1.2873651,0.92144716,0.38320988,-0.107082084,-0.20867178,0.6524218,-0.6784102,-0.9719009,-0.9214285,-0.35907933,0.23889796,-0.15735127,-0.94178015,-0.2270913,-0.31059304,-0.5618862,0.50800747,0.02486966,-1.3674158,-0.69833434,0.35972145,-0.49938175,0.35166287,0.44966733,-0.3315381,0.8113329
0.015060571,-0.0008560057,-0.75087875,-0.43310282,-0.3468318,0.12907554,0.053832345,0.14394504,-0.17605704,0.32315376,-0.07511326,-0.049472954,-0.09127491,0.011392328,0.041897003,-0.23507157,0.07831035,-0.45648727,-0.047896635,-0.29743332,0.31574798,0.14078075,-1.2936598,-0.56475616,0.9061916,0.07054533,-0.02384347,0.20701729,0.28403765,-0.34248066,-0.032839175,0.24037239,-1.5146041,-0.03325545,-0.91247076,0.18257193,0.040785026,-0.13446228,-0.30041724,0.46514365,0.17077067,0.0899355,-0.25878048
0.17920107,-1.2722397,0.3630613,-0.18267578,0.20196317,0.655687,0.8359201,-0.046494417,0.04169477,0.12118856,0.29529235,0.19780485,0.14734474,-0.31787756,0.6438093,0.0735803,-0.020866679,-0.64630026,0.36052844,0.2711265,0.17027834,-0.27588677,-0.065857284,-0.08362949,-1.173035,-0.41661206,0.3192672,-1.002034,1.2855192,-0.017489543,0.09646652,-0.24521707,0.04771685,-0.7170033,0.08298516,0.43360096,-0.11517477,-0.6561917,-0.59734833,0.5400295,1.0635914,-0.37153217,0.11938216
0.10368106,-0.39711806,0.19140176,-0.1583011,-0.44184116,0.20822506,-0.2874201,0.45311484,-0.19721344,-0.27016976,0.72326,0.050096754,-0.23401496,-0.38469204,0.64880264,-0.29184672,-2.9650056,-0.19166799,0.25109798,0.32727492,0.09733929,-0.17332685,-0.08469332,0.50442594,1.0725684,0.27459067,-0.38353974,-0.018990044,0.641504,-0.6947472,-0.41867325,-0.088462286,0.18757106,0.010938216,-1.3103324,-1.0968202,-0.20214577,-0.295626,-0.7243946,-0.43600225,0.25318754,0.06698241,-0.2749038
-0.26721093,-0.6065298,-0.54398656,0.25955144,0.13798732,-0.77039516,-0.20995922,-0.11184009,-0.25289893,-0.66546106,0.21957205,-0.31811556,0.033373903,0.054961387,0.00026602435,-1.0657539,-2.872737,-0.30485415,-0.0732337,-0.18336304,-0.2214167,0.36407772,-0.12329765,0.106653266,0.24567015,0.03773065,-0.5728641,0.3856552,0.14548376,0.29698867,0.013303122,0.037030134,0.019968972,0.22676463,-0.12146825,-0.33708987,-0.2078367,0.04310299,-0.16961479,0.35076493,0.16436484,-0.6819582,-0.5464973
0.33094954,0.081579626,-0.0017846801,0.8410308,-0.52135754,0.119668886,0.71899277,0.53793144,-0.361484,0.123569384,0.6993615,0.16434692,-0.5199766,0.0917071,0.9187276,0.16631305,0.30303168,0.13603759,0.35910547,0.44001752,-0.30064064,0.56351054,0.62334555,-0.2574505,-0.67691123,0.23154956,-0.07772335,-0.35465065,1.2065948,-0.10437855,-0.17782408,0.12539741,0.101329826,-0.18207781,0.032532956,1.1299888,-0.0017511945,-0.21246606,-4.9138966e-05,0.40792036,0.115690164,-0.025259612,0.39914164
0.516162,-0.052619677,0.06631225,0.03355346,-0.13379598,0.101576366,-0.8574142,-0.47528708,-0.1287135,-0.19932476,1.265171,0.104902774,-0.1406358,0.06532068,0.1827129,-0.1520114,-0.007545407,-0.28028324,-0.11313905,0.07390723,0.04386442,-0.034269635,0.14870308,0.25546262,0.27145946,0.35974059,-0.27115875,-0.29986197,-0.5953648,0.14449264,-0.03601158,-0.14332609,0.00235617,0.060709495,-1.1836238,0.093287736,0.13697457,0.02711439,0.05286839,1.0356822,0.279908,0.76229745,-0.024403248
2.9252312,-0.079124525,0.5128466,0.82794714,-0.32964787,-0.16404419,0.086600915,0.008096596,0.42831954,1.0421189,2.2150486,1.3184636,0.7699212,0.40412217,0.5107683,-1.3047658,-0.14639853,-0.34863526,1.1849931,0.74427205,1.6293523,0.40615514,0.3764572,1.0185446,1.9084102,1.1360779,-0.25265753,0.22498634,1.8095922,1.7075919,0.7827585,0.9068587,1.759597,0.2614677,1.1597977,0.72073585,0.38961086,-1.0321809,0.62151814,0.85580367,0.090289205,1.3834958,3.155135
0.20496051,-0.39652476,-0.1295674,-0.267354,-0.15581398,0.27835596,-0.24925415,0.3848249,0.019571833,0.20772666,1.1729746,-0.02543169,-0.18351048,-0.20804738,0.52884835,0.18832578,-0.28049883,-0.19385046,-0.20401105,-0.12118662,0.21701375,-0.00652454,0.29881498,-0.14129244,0.5105375,0.1304675,0.74738187,-0.66757786,0.6878332,0.14339477,-0.24006993,0.012868424,0.021929214,-0.8650849,-0.8908796,-0.22014032,-0.14086244,-0.03735488,-0.61306643,0.7323973,-1.3067544,-0.407089,1.148847
0.76682425,0.020530468,-0.6850167,0.12284524,-0.31186143,-1.0877149,0.036376055,-0.14115782,0.18294618,-0.57742363,-0.071878426,0.55294377,-0.2973095,-0.108829215,-0.41181988,-0.2742389,0.16404575,-1.1457249,-0.0127345,-1.5980699,0.625403,-0.51626766,-0.09138835,-0.19864953,-0.058623876,0.7698171,0.42641774,-0.13808635,0.698852,-0.19921952,-0.04741025,-0.23809384,-1.2335833,-0.21839978,0.20469606,-0.4299372,-0.07227458,-0.8921038,-0.5352551,0.6206065,-0.1456041,-0.6288763,-0.31153852
-0.50505704,0.58371127,-0.05175311,-0.6213059,-0.11360347,-0.09749399,0.57111937,-0.13091342,0.12560208,0.50441146,0.0006906714,-1.4396077,-0.55335546,-0.23055796,-0.6209069,-0.63558185,-0.04570315,-0.3607567,0.6745734,0.02275574,0.28142545,-0.12908271,0.16389662,-1.570838,-0.21713012,0.27555883,-0.1420776,0.33714652,0.66652495,-0.8480694,-0.22774607,0.82653713,-1.1412731,0.071717754,0.27109382,0.11017729,-0.6555406,-0.46962067,0.21318468,-1.9261043,0.33128002,-0.94416994,0.60677254
-0.92664385,0.65806115,-0.7933872,0.18429817,-0.5805067,-0.7423952,0.7089384,-0.59861064,0.077501334,0.21755584,-0.02116099,0.45842263,0.1253737,-0.42570335,-0.43202475,-0.4517414,0.19842288,0.46427077,-0.35194048,-0.9265592,0.5271394,-0.5265565,0.2019376,-1.1435682,-1.0555786,-1.1021203,-0.6276453,-0.2792859,0.18941782,0.30044654,-0.44765392,-0.3613491,-1.8967444,1.0738851,-0.17400222,0.37492257,-0.8197273,0.25886375,0.2545208,0.69660276,0.1318031,-0.008097302,0.021925999
0.33568677,-0.03259087,0.033920866,-0.091319226,-0.20044316,-0.17923865,0.42050022,0.023740532,0.035266217,-0.3847849,-0.4253896,0.2671037,-0.17889091,-0.45112354,-0.21990028,-0.7939996,-2.1122656,-0.35279533,0.12114302,-0.102129236,-0.06330571,-0.31709158,0.07277852,-0.14231259,-0.4059253,0.05484758,0.04569428,0.14145097,0.36987853,0.37949103,-0.09195762,0.02041814,-1.1329588,-0.17956036,0.10209794,-0.19427097,-0.10541809,0.33358225,0.30484164,0.09730958,-0.05811618,-0.9466668,-0.6997258
