0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.01380994,0.017055444,-0.011477462,-0.02170376,-0.037799798,0.02468612,-0.0050300895,-0.103625156,0.012356562,0.018348206,-0.014356457,6.23313,-0.017014738,-0.16337438,-2.4636948,-0.0054162117,-0.19843481,0.011893561,-1.7770317e-05,-0.006343924,0.0002701433,0.007284111,-0.019609049,-0.020273048,0.30140695,-0.009133113,-0.041641664,-0.008451957,0.0018449852,0.11635082,0.0038193655,0.013339159
0.09528845,0.16319734,-0.081640214,-0.13841383,-0.2424887,0.16478138,0.09915374,-0.8038554,0.21645516,0.14138393,-0.16294315,-0.7670234,-0.19838357,0.0549063,0.529601,-0.16545646,-0.8726108,0.09919329,0.11262111,-0.13445756,-0.12184604,0.082843795,-0.17173707,-0.24717095,0.020566205,-0.11047877,-0.28834367,-0.14929447,0.16654769,1.7416408,-0.5484236,0.12593444
