0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
0.15174228,0.027837848,0.6611145,-0.033939157,-0.18870111,1.4334896,0.75059444,4.641979,0.9636674,1.5345279,1.5495598,-0.24965759,3.892317,-0.9394084,0.026558258,2.2620988,-2.692865,-0.026205946,0.02034429,1.1298499,-2.3951256,6.572636,-12.232454,4.138006,-0.75127876,-0.3289357,-2.8936224,-0.6730193,2.0103755,0.75169104,0.03498777,-8.780754,-0.021793913,0.9248416,1.3587091,1.7669344,-3.3043458,3.0208309,-1.3487448,2.183583,-9.700396,-4.360725,1.6989304,2.39362,0.247334,-3.1649332,-0.7477235,-1.9364145,0.69792473
-1.9762418,0.6830888,3.8832724,0.40773132,-0.040966865,-1.3802435,1.521511,4.620767,1.5411284,0.29142007,1.7561629,-0.22138768,1.5896888,1.4187696,-3.0442133,1.8241746,-1.4890902,-0.18043177,-4.3053575,0.19564095,-1.0011435,-0.9587534,0.66347694,-0.512599,0.3646191,0.36086422,3.176478,-11.422048,-0.47748786,0.36223862,-3.0113432,-1.9139391,1.3850242,-0.59110546,-1.4636354,1.7063069,-0.13749713,1.377227,-6.8479576,-1.078685,-3.5193675,-5.6656117,1.2047347,-5.700948,0.56115943,-0.34121603,-3.14407,1.9974227,2.1243787
-2.4674103,-1.0486838,-0.32333338,-0.4812735,-0.84338474,0.3787472,-3.1292303,2.5973346,-0.96368,-0.5275864,2.014507,-0.36858928,-0.35086375,-0.73299146,-2.171668,-0.89332867,0.3708361,0.3320981,-1.5678681,-0.37809828,0.83117217,-3.4604506,-0.32396913,1.688321,0.5531133,-0.68679124,3.5660005,-0.8447407,1.2807513,-5.154874,0.52436894,0.8177795,-1.5542674,-1.1869417,-0.061630934,-0.5128786,0.5948851,-0.059022237,-9.389788,5.994448,-1.0464447,1.71733,0.0035712244,0.9856179,0.63066006,-0.42566895,-0.35334158,0.18651442,0.64551085
0.9943305,-3.2262237,-2.685303,0.09370627,-0.9441327,2.9130716,1.563505,3.0992131,-0.446319,-5.1082983,3.991115,-0.38610762,-3.108271,-4.1169753,2.2990716,-4.792037,-0.60193914,0.078871384,-0.8525302,-0.24145737,0.09096256,0.57247525,-12.746951,-6.3661094,0.6935065,-0.11278497,-0.7300924,-1.9074165,0.806534,-2.286692,-1.0595323,-3.5243988,-0.35805926,-4.6711154,-0.07009659,0.6008129,-0.36287618,3.8663967,0.33503038,-0.14492361,-2.1563838,-0.34176093,-0.90801966,3.4735992,0.8869231,-0.7389298,0.5831998,1.2810975,-4.941115
-0.22378723,0.2117612,0.028763667,0.09464091,-0.22800697,0.53193396,0.15277159,0.10244871,0.058137137,-0.050586462,0.02657718,0.24688701,0.5244302,1.078204,0.16659969,-0.63196546,-0.031436563,0.37085438,-0.08336844,-0.43457443,-0.015125651,-0.08153715,-0.068292245,0.0140886875,0.13373756,-0.24007908,-0.11170912,0.015271843,-0.08567193,-0.18577887,0.038602833,0.062443588,0.047647823,-0.47423044,-0.33667263,0.18528722,-0.17051141,-0.038786005,-0.14799842,-0.08021451,0.011098679,-0.078358114,0.3116084,-0.13917781,-2.9839091,-0.03519824,0.039495844,0.097357884,-0.017579356
-0.51164806,0.18405943,-1.0139909,0.011247358,-0.13371165,1.0168494,0.1725138,1.5068632,-3.5462313,-0.45959345,-0.7539627,0.07073539,1.2798791,-1.5141126,-1.888567,-0.20997894,-0.08121139,0.09679947,0.118234046,-0.39497775,0.032250986,2.224661,0.25389075,2.762724,-0.61226404,-1.6982133,1.8351843,1.3613404,-0.23594834,0.28377756,-0.3420226,0.029393403,0.02084532,-2.426637,0.2250497,0.26409847,0.08310326,0.49543622,-6.3754673,-0.61984116,-1.282119,0.8707728,-1.2088239,-1.3234309,0.097964585,-0.4847524,0.07611512,-0.1184891,-1.4764336
-0.39838985,-0.44249207,0.9148638,-0.04268934,-0.2569601,1.1388749,-0.45716244,-1.6547164,0.82147527,-0.57188797,-0.69095385,0.054251958,0.40955618,0.20187365,0.09874132,-0.72337633,0.62605727,0.15882735,0.41910505,-0.4849542,-0.28314844,-0.31540194,-0.34562626,0.8993252,-0.04900156,0.24352716,1.4104406,-0.66103685,-0.39290276,-0.2915021,0.8488618,-1.5890366,-0.458609,0.047327828,-2.4471552,0.1644072,-0.15077916,-2.379097,-0.54270685,-3.072956,-0.7430812,-0.2356147,-0.70569104,1.7560844,-0.2742227,-0.18295456,-0.48936164,-2.8963976,-0.082991235
-0.17405295,0.2976887,0.5328142,-0.12221022,1.4290246,-0.10232923,0.19740905,0.47843805,0.35310283,0.018456062,0.5849855,-0.26088792,0.08568307,-0.44306698,0.22094288,0.33571813,0.0786426,9.907014,0.027093638,-0.73101455,0.1745474,-2.3994157,-0.51611936,-0.011321641,0.3258473,-0.50391734,-0.2779131,0.025578031,-2.6891549,0.050785337,0.07283229,-0.5217864,-0.6903189,-0.48280367,0.14255534,-0.3733595,0.27848557,-0.08371946,0.23900735,-0.18432276,0.1927073,0.0281975,-0.0062265494,-0.084513605,0.87033117,-0.17871307,-1.641737,0.07617651,-1.0486854
0.11342933,-1.5295142,0.22736637,0.042642076,-0.07338891,-0.22837587,-2.2977128,-1.454905,0.039000124,-0.10447908,-0.9011777,0.03552322,-0.44865552,-1.4645786,1.2318662,-1.1813252,-0.72904307,-0.27590865,-0.87304413,-0.26494408,0.21755175,-0.49210057,0.15372452,-0.19182843,-0.123476855,0.4046493,0.29143882,0.9257491,-0.063351646,-1.1196855,-0.81732833,1.2337055,-0.094983496,0.43142462,0.14403456,0.24327357,-0.27337182,-1.0298864,-0.4550427,-0.7615226,-2.3006094,0.46896112,0.3387721,-0.40690404,0.21841484,0.8124137,1.5628643,1.0346106,0.04290472
0.04319663,0.19716428,0.63739705,0.069771,0.19853221,1.9408163,-0.36127508,-0.7322542,-0.75383437,0.5339693,0.39446276,-0.03210965,1.7466646,1.3915012,-0.8681862,-0.23894766,1.3465418,-0.2971694,-0.34733358,0.49381492,-0.050637852,-0.15580817,0.36178124,1.031591,-1.2976247,-2.5579891,3.2485,0.052477617,-0.6157858,-0.8268585,-1.1433644,0.6860664,1.0001658,-0.17288066,-1.6395742,0.49848002,-0.71817195,-0.022110205,-1.437538,-2.6103556,-0.3018581,-0.043883633,-0.92515993,-1.5037614,-0.062368423,-1.4450399,0.58586395,0.80649126,0.5463965
1.1464639,-0.31605136,0.14909668,0.09268275,0.04857591,-0.4948615,-0.6612156,6.387638,-0.49619836,-1.839429,0.20921122,-0.038766872,0.079776414,1.3112451,-0.16963083,1.9218593,-2.5954735,0.109162636,0.3537544,0.6475023,-1.0321487,-0.96599656,-0.30312252,0.0153704705,1.0772978,-1.4168028,-0.24464354,-1.1812823,-0.5157729,0.48187762,0.66241866,-11.343365,0.064465836,-1.4351058,0.79705423,0.974459,-0.9705918,-0.036228474,-0.69650024,1.0263846,-0.72822297,-0.21226265,-3.1018727,-1.6859564,0.39881307,-2.1634939,-2.0713854,-1.0316978,-1.5290099
0.19717076,2.7052517,2.7305717,-0.17153534,-0.7113171,1.4025047,-0.72682923,1.890216,0.745805,-3.1987114,-3.3655376,-0.2554424,0.4018606,-8.053772,-3.659905,1.3772131,-6.261304,0.039722644,-2.698317,-0.18814614,0.92997044,-2.1766934,-2.976239,-0.36451992,3.077157,-0.5603839,-0.7295054,0.08821193,-2.6752825,-0.15839948,-0.564737,0.30360916,0.6502796,-9.813572,-4.634354,1.6863462,0.80162036,-3.5771642,2.2364142,-1.3272623,-3.1096652,2.2113512,-0.4136118,-1.5690936,1.0220238,-0.2863865,-0.89715767,-0.80345654,1.676337
0.75901926,-0.80990887,1.0279621,-0.03958374,-0.08394937,-3.886756,0.14473854,-3.9260278,-1.1307188,1.5742518,-0.17817613,-0.17347018,-1.5127494,-1.761868,-1.2778598,0.75999695,1.0160192,0.14955816,-0.2819276,0.6814202,1.2619975,-1.3641281,-0.5931067,4.7912993,-1.2254528,0.069947556,2.5263898,-1.2539184,-0.42577535,-0.318167,0.33852613,1.2253827,-0.46550995,-1.6251432,0.75664264,1.7489053,0.14258777,-0.533018,-0.81233567,-2.9016814,-5.316435,0.23408537,-0.027835606,-2.2477465,0.06828876,-0.7977211,0.3039066,0.62369496,2.2397938
1.2006106,-0.12380019,-0.3030611,-0.3359328,0.0072061843,-4.1621656,1.7783362,7.1177716,0.5752686,1.4195963,3.4067035,-0.08796135,3.191181,-0.09996119,-3.6027925,-0.3784012,-2.8250222,0.45926538,-2.1545012,0.6585999,-0.22178243,1.5417477,0.4798302,1.0273088,-0.90802586,-0.8251936,-0.77254367,1.1625466,-0.45224345,-0.115898155,1.0986764,-1.0868722,-3.3132067,-4.796195,-0.4399307,-1.6613317,1.4600203,-0.87489885,-4.5241423,0.8218233,-1.9644666,0.37117025,1.7206405,-11.278411,0.7267033,-2.093249,0.36364293,-3.924144,1.3325201
1.4459538,0.86020523,0.5763986,-0.4166274,-0.8466387,-0.029413719,-1.4927006,-6.7627416,-1.3698342,0.5236701,0.6760593,-0.3453386,0.5577707,-1.1789246,-0.3380276,1.4178245,0.7193917,0.34835628,0.16702797,1.1289556,-3.6398456,-4.733982,-5.562855,-0.15807423,-0.89403605,0.07979606,1.3495963,-2.3037095,0.40816858,0.3678417,-0.5607274,-5.0779867,-0.27456918,0.13792926,-2.165815,2.9739308,-5.016392,0.5025909,-1.5412959,0.1636138,-2.2881508,-0.29274186,-0.01506527,3.2545774,0.5863528,0.62251776,0.13157137,-0.064874195,-0.086996965
1.3098065,1.2736139,-0.33883095,0.062055223,-0.2677454,-2.446751,-2.5387542,0.05519182,-1.6686116,1.3266883,2.4364903,0.028392881,2.7970543,-4.0942225,2.7150288,-0.25134316,-2.42036,-0.13704838,-0.7130272,-2.3214417,1.031758,0.4974421,-2.817372,1.3260216,-4.962983,1.0606959,3.3985844,2.0578346,-0.82291913,-1.1209954,1.5855974,0.005573107,-0.36610124,-0.035296936,-2.497157,-1.4874421,-0.9159685,0.8336784,0.5517935,1.2511384,-0.52033126,0.44777623,0.58735406,-1.2491589,-0.09081492,-0.6182985,-0.9404621,-1.6050733,-2.3473213
-0.98515755,-0.21119201,-4.1224465,0.14993793,0.07001631,1.8046569,0.038266327,10.344206,0.21737511,1.1886282,0.9998892,0.22141726,4.0594997,-1.0563383,-0.037964392,-5.156388,-0.26155153,-0.5359976,0.09208087,0.8186552,0.19594146,-1.2001224,-0.73118407,0.94392806,0.697625,0.65570635,0.7140297,-0.55223507,0.2867397,0.07250322,-0.10444892,-1.3673118,1.3385193,-4.9415426,0.83823246,0.79824525,0.66235703,-1.7131646,0.05737815,-0.75230026,-0.97730047,-2.6044557,-0.5947613,-1.5918142,-0.51612437,-2.1402442,-4.1905565,-1.2827227,1.070855
