0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
0.41548452,1.220867,-1.141728,1.1438024,1.6423297,0.3356201,-1.810905,3.4238381,-5.3607035,-1.6337432,-0.3385364,-0.45671234,-0.39152977,-0.41582915,6.117392,1.3544658,1.1058602,-16.304123,-2.6843135,-9.771173,-0.69748086,-7.718902,-0.11956105,0.70127547,-1.7130533,-1.0674837,-1.4167582,0.27299538,-3.060973,-2.4207432,0.7245556,2.1265202,-2.9078684,-0.0075420244,0.3604741,-1.7164268,-1.4803728,-4.750472,-0.077935375,1.2961993,6.4990363,0.6422903,0.56665355,-0.7691525,0.47919905,-0.062651336,-7.89036,0.26190117,-0.82200366,-3.291628,-2.8508759,-0.6646421,0.72576463,1.4169091,-2.0183764,-14.197778,-1.1126751,0.37824345,-2.682157,-2.1453388,-0.96726716,-0.72451645,-15.586142
0.19229488,0.4526052,-0.2693397,-3.8399436,-0.18204084,-0.84901106,-1.2586442,-1.1763631,0.41824841,-0.104647174,0.55870813,0.04119261,-1.0274359,0.039700054,-1.6136067,0.33702663,-0.026986487,-0.05593743,-0.07694812,-0.10679361,-0.40943366,0.6400289,0.25257176,0.09070275,0.9337829,-0.06848226,0.5332877,0.10772934,-0.080941774,-0.6218691,0.0995266,-0.5209027,-0.05423555,-0.085912034,0.0233229,0.06552416,4.1708627,0.13871993,0.1589058,-0.19681251,-0.054783683,0.36189425,-0.7512657,-0.2622561,-0.24260105,-0.014469317,-0.2165278,0.287914,0.10400618,0.2715364,-1.664726,-0.057866327,-0.3604817,-1.1279454,-1.1231307,-0.14828418,-0.040802114,-0.74139893,0.46583578,-0.7534864,0.094250165,0.24837278,0.8577646
-0.9202997,-6.3195367,-0.99821395,0.45230225,0.48914823,-5.904472,-0.2610143,-3.4327884,0.9371223,0.5875298,0.12536322,-0.4818944,0.18602186,-0.5319963,-2.1823733,-2.7006698,-2.6673825,-0.17461692,-0.7017203,-0.7572421,0.30862552,0.80212265,-0.12543324,0.77245426,-1.6296171,-1.5028967,-2.3669255,1.8564268,1.3602481,-1.0622946,-0.714643,-7.296052,-0.18740703,-0.26957917,-1.0000261,-0.678582,-3.6074471,3.0503502,-1.95792,-1.2494305,0.13525645,1.8155291,0.08818242,0.33577612,-0.8162899,-0.121470526,-2.7482896,-2.0672176,2.0735276,2.7362237,0.14774495,-0.14084208,-3.5413883,0.79202044,-2.0446594,-7.3637567,-12.027897,0.1494375,-2.6203213,3.435439,0.8559509,-11.386034,-15.583386
0.19616023,0.5383575,-1.0690837,-10.675971,1.2177768,-5.8167415,0.8184237,11.721499,1.0173062,1.9648929,0.22571059,-0.95793724,0.012421964,-1.2644329,21.170185,-2.5522249,-2.0027773,-7.800067,-2.1449232,-0.50794655,0.31543574,1.6684141,-0.8499267,-7.6434855,2.5405211,-3.0694935,0.8136476,-1.0433148,-2.9527748,0.9097459,-1.1939769,2.7004673,0.030348094,-0.39844713,0.49402773,-2.5356107,1.2783378,-1.7587738,-2.5197666,0.4769124,1.6378275,-2.1935995,0.20867923,0.46627054,-0.3933465,-0.70005643,0.8368076,-1.3940555,-2.2907462,-5.640609,0.13081925,-12.626794,-13.37939,-1.5600201,-3.8818386,-14.493035,-14.961971,0.11528576,-5.5635643,0.106934875,-3.6782427,0.40205237,0.18049292
0.05400017,0.005129744,-0.021218907,-0.027363466,0.0038394183,-0.019663746,-0.9380081,0.013323322,0.028118143,0.03931476,-0.10993466,0.058384012,1.0188811,-0.021641774,3.5183778,-0.00510339,-0.0006914737,-0.021223212,0.00768748,0.0012891311,0.96152115,0.0018859986,-0.0018765255,0.24531405,0.037979614,0.010151937,0.0059123095,-0.009903019,0.028489705,0.018059505,-0.67556405,-0.05617739,0.008819121,0.0066449223,-0.029782655,-0.023122698,-0.013517977,-0.00812943,-0.011608207,0.025295716,0.01044174,0.012484174,0.07901712,0.007482528,0.017783023,-0.03549835,0.0037945411,-0.24707164,0.002772111,0.05128289,0.023754993,0.014275882,-0.010247687,0.0012941273,-0.03147613,0.042921364,0.043183237,-0.03929192,0.0016415395,-0.023448892,0.015203109,0.0052285343,-0.018608192
-1.4722024,-0.18474802,0.89538825,-0.65909374,-0.12090171,1.2938018,-2.0569246,-4.509904,-0.6864265,-4.8085837,-0.88837206,-1.168076,-0.39091894,-0.5767025,13.371212,1.3204482,0.61604804,-6.793805,1.3538123,-1.9115057,-0.40683147,-1.3526176,-0.38554102,-1.2766109,0.040125817,-1.1979886,-14.77299,-1.8155942,-0.3873855,-6.779391,0.51726776,0.11033555,-7.0684953,0.35405797,-1.4852974,-1.205096,5.33076,0.7978691,-0.23347518,1.8185493,3.7080467,1.6008096,-1.7044337,-7.1277895,1.3646564,0.37731668,0.050116498,-3.0654743,-16.714851,-3.0353122,-0.8856177,1.5276463,-1.6194091,-11.441708,-0.12384517,0.3939619,1.9065598,-0.24049395,0.22831419,4.2138553,2.5774224,1.3339565,0.56146055
-0.1922078,0.306189,0.25112957,0.13058555,0.67996633,-1.4859375,-1.4109759,-0.08680842,0.65744746,-2.6111996,0.11954551,-5.8447213,-0.08521394,-1.2667639,4.8068814,-3.25659,1.5659285,-1.5814337,0.18010093,0.4266826,-0.21048589,1.3471119,-0.8346916,0.8490981,1.7599618,-14.988404,0.19919923,-7.1573753,0.10925964,-5.5376115,-0.4969932,-0.6237475,1.0957701,-0.13660939,-1.0931071,-0.038796723,-9.297647,-5.8186226,-0.032717574,0.06750731,0.67338955,0.024215437,-1.7377915,-2.362781,-0.8664988,-0.28422415,-4.4377365,0.52043575,0.108852,0.32197693,0.47131842,-6.1405263,-0.23349944,-0.08295361,-2.1222794,1.0129176,0.99805516,0.11692244,1.2685202,-2.4443786,-6.59243,-1.2622896,-0.5158583
-0.5920034,-2.7340646,-0.35507414,-0.35404858,2.1412425,1.3445634,-1.9332701,2.7910857,-5.690894,0.8416661,0.12793046,-4.0779157,-0.015822357,-3.8466034,13.623413,0.43079945,-4.4373503,-0.3699842,0.06723809,-3.0630853,0.072884336,2.0265803,-1.7609,-10.335746,0.41679335,0.5956943,-4.5854983,0.3724008,-4.507918,2.911688,0.69306976,0.52596056,-3.9188185,-0.23995863,0.08459367,-0.5895157,1.6119895,1.5385565,-0.09160649,-1.4270123,-3.3277645,-0.39341828,-0.09190863,0.7731884,-1.0185724,-0.48473772,-3.341747,-7.500033,0.7175609,1.6929036,-7.583792,-3.8031256,-2.4731581,-1.1400737,-0.6047772,0.21469134,1.0176836,-0.4086478,2.4671497,0.90021545,1.2091467,1.7433351,-5.8697968
-0.30455914,-2.3372254,-0.37108353,-3.5215352,-5.441272,-0.9027003,-0.3491005,3.380996,-0.5955857,1.0197664,-0.038766753,0.047922324,0.2806019,-0.50910556,15.298978,0.8608215,0.7117574,-0.57089907,-0.35179257,-1.1776522,-0.073885135,1.2411063,-0.008293949,-3.9873254,-3.4551783,-1.1624697,0.59817934,-0.22401443,-2.5050423,0.7746201,0.05054889,3.4671545,1.2833573,-0.016454577,-9.428477,-0.5875292,1.4804515,1.7451675,0.16387744,-0.54244703,0.5390092,-0.05644075,-1.3386505,0.77156305,-2.807457,0.08051791,-25.57339,-0.61560327,1.0578893,1.6837413,-0.09066082,-0.42615485,0.45085773,0.116601594,0.37220824,0.59598166,0.55950457,0.19726418,-0.50378835,2.3410037,0.5488677,0.058669686,-0.1127479
-0.037646905,0.20929646,-1.9675183,-0.029596664,-0.9973809,-1.8329427,0.25568655,-0.87907666,-5.914175,-0.32199258,-0.0075517795,-1.020413,-0.30944937,-0.030948972,9.231932,-2.1513264,-0.11727258,-0.19322473,-0.5100618,-0.45297012,-0.12726623,0.4797706,-3.943022,-0.44458354,-0.023899717,-1.215573,-11.459456,-1.8978431,0.4017954,0.63653547,0.19019413,1.0981519,-0.956392,-0.08428815,0.06482269,-0.27578834,-1.5082084,0.44744888,-1.1707379,-1.0343475,-3.1217117,0.19198316,-0.80461055,-0.1713745,-6.5170884,-0.09987239,-9.1610365,-0.7249364,-0.2335588,-7.311626,0.3038094,-2.6933112,-0.30124095,-0.26339227,-0.49914756,0.3655027,1.0727309,0.039540593,-1.0671239,0.749574,-0.66872334,-1.6057296,0.23090316
-0.5876212,-0.8153844,0.20364965,-0.069817,0.007797929,-0.21196051,0.083005846,-1.5515956,-0.67703646,-5.4245105,-0.18818112,0.070335016,-0.11127594,0.058562733,-3.1552064,-0.11395765,0.3718267,0.29472953,0.0010899846,0.31946126,0.1644857,0.15283827,-2.0743232,0.27877617,0.22267759,-0.44381735,0.3770962,-0.6078233,-2.1737638,1.4683241,-0.37822258,-0.07187991,-0.16537838,-0.057588577,-0.75470304,-0.31076118,0.014480455,0.36198258,0.09549406,-1.3333366,0.7369964,-0.052741602,-1.4960788,-0.38840798,0.0230665,-6.2722845,-0.79759103,0.1666831,-0.15680438,-0.057712175,-0.16888279,0.109077506,-1.256276,-0.023361603,0.06244287,0.590245,-0.045891773,-0.45845857,-0.07045941,-0.9146294,0.118934005,-0.5661197,0.30364233
0.042497657,0.25782895,-2.5345576,0.7396667,1.1599742,0.8157845,-0.16500065,-3.8960812,-1.1988419,1.0699022,0.02429209,-4.878472,-0.16617881,0.11382143,14.202587,0.9996687,1.1682079,0.1296873,0.844583,0.20476967,-0.09568715,0.42108202,0.63753176,1.0471772,0.12384427,-1.3981206,-0.71965885,-1.0454988,1.5278718,-1.6564032,-0.15049711,-7.0843277,-0.75090736,-0.11873105,-1.2748158,-0.747798,-1.3525317,-0.021146106,-4.3710227,0.8903943,-1.9387501,-3.3014102,-0.6873566,-0.44341847,-0.52606237,-0.028925152,0.2854759,-0.016556524,0.3540498,-0.9940147,-4.2671013,0.04725442,-4.5671806,-0.21762985,-0.6881426,1.4325587,-7.6401258,-0.051191438,-4.410157,1.4483497,-0.54506,-7.474887,-1.6907982
