0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0.48296547,0.22260843,0.08588176,-0.23418973,0.63075817,1.5252475,-0.5745864,-1.6986916,4.9608603,-2.209693,1.2237434,-2.1562562,1.2809273,-0.5715698,0.16851972,0.025560906,0.46552986,-0.6741738,0.5471769,0.83216804,0.13841861,-0.4283574,0.050120857,0.010581372
0.6564487,-1.0684782,-0.26239324,-2.05632,3.0427117,3.220223,3.5453568,-10.49148,3.9634395,-0.25861204,-4.5532236,0.7197147,-1.0039915,-1.3191167,-1.2321012,0.27562863,1.5299921,-2.2497625,-0.09106143,0.7782137,0.7420448,0.8619842,-0.009825012,0.0333754
-0.17517594,0.3898262,-5.0208488,3.0945241,-1.8587227,1.4311035,-0.4841678,-2.866385,-0.5275629,-1.9397969,1.0324373,2.818663,-1.0219005,0.6226282,-0.23385808,-1.8439103,2.337569,1.5203764,0.57169974,0.9809164,-0.40399328,-3.684216,-0.013157388,0.00226837
-0.24633299,0.5464272,0.24343525,0.6749014,-0.5283892,-4.5970464,1.8483976,1.0279453,13.710516,-0.066348135,-5.5729775,-7.0025415,0.7477962,-0.7053984,-0.26767242,-0.49367684,-0.1374061,-0.45716465,-0.9992336,-0.76100945,-1.1464517,-1.5246146,0.03301213,0.0033930477
1.2592629,-1.2848477,0.039240997,1.1725057,-1.0165709,0.09369249,-1.0305743,-1.5335313,-3.6187503,-0.18784335,-1.3855559,0.60737866,-0.08317104,0.7669069,-1.0036507,1.4330705,-1.9654608,-0.85472083,1.4745016,0.25696677,0.398284,0.18989505,0.03787269,0.014162713
-0.7984987,-0.25922987,-0.02472077,0.36631376,-7.0368037,3.5442338,7.32185,-1.7389565,-1.7587341,-1.0303279,-4.4095726,4.156538,-3.8448396,2.1145964,2.4110048,-1.3003845,-1.5377821,-1.1956222,0.44424096,-0.44026223,0.8927935,1.4033841,0.043272942,0.0008777065
-2.1943042,2.3212037,-0.15561336,1.2084295,0.9793804,0.12040736,-1.2229929,-0.32982355,-0.53092843,-1.3314675,-1.8948026,-3.5192327,1.185561,1.1328331,0.3027933,-0.8961698,-0.9337401,-1.071074,-0.97568744,-1.8498944,-0.27585185,-0.67865485,-0.024949504,0.031347983
-1.7405963,1.3920342,-0.42199954,0.51816726,-3.0847983,3.4269588,-6.1120515,8.575935,2.904214,-3.5495706,-5.497187,0.7523305,-0.96060526,-2.9362702,-2.3603468,-3.2855613,-1.1282411,0.27124518,-0.5221473,-0.040499683,2.0644457,-0.074652284,-0.0051914165,0.04138754
-3.1426063,2.3945272,0.800889,0.5299826,-0.017756024,0.8881279,0.59880817,-3.4892807,-2.200118,-0.19293912,3.7487833,1.5392562,-0.12927116,-0.2087331,0.0004911845,0.095634975,-0.5552587,1.182503,0.877228,0.819549,-0.40977448,-1.2557659,0.0003599272,0.023802433
1.28037,1.1299572,0.021738948,0.27625915,-0.733227,-0.22517832,0.68707925,0.032372553,-1.3391671,-1.3741066,0.9209533,1.0005915,-0.5124597,0.24089737,0.47622108,-0.46558875,-0.95872235,0.36737102,-0.5767143,0.86080915,0.7599477,-0.96998763,0.011546766,-0.01949749
0.9330804,-0.962842,-0.24120815,0.46224183,4.119057,-12.602202,4.8753805,6.6471004,-4.3866725,2.5165248,0.93705785,-2.7327638,1.7842084,-2.151315,-1.6604389,-1.1149817,-0.9681916,-0.7041946,1.7498393,0.37868318,-0.047230136,0.06732862,-0.0072586187,0.021441141
-0.17837147,1.2691851,-0.85494334,0.1263665,1.724948,2.255268,-6.1758695,0.7453815,0.4281008,1.7479562,-4.1152716,-2.29722,0.6201414,0.7889705,0.44560415,-2.633143,-0.081332505,0.6046858,-0.8246611,1.7960639,-2.06776,0.24322222,0.016475113,-0.006293125
-1.1399804,1.2144331,0.1004214,1.4069526,2.8126144,0.16574784,-9.328707,-0.25546992,0.29476222,-1.9283756,0.17791589,-2.4780004,-0.047655072,0.8329172,-0.04621229,-0.94611746,2.6465914,-1.7807574,-0.86940634,-0.28835434,-1.5238137,1.8082829,0.019354766,-0.007326487
0.34220004,-1.0287969,-0.008315742,2.40147,0.123341374,2.147775,-0.09326787,2.9420824,-3.740163,1.4161425,-0.02141431,-2.7415416,0.58414334,-1.3760331,0.14655349,1.272306,-1.0217733,-1.8709743,0.46676257,-0.3754751,1.449286,0.5602339,-0.0012882488,-0.0019317188
0.28872368,-0.6612057,-0.1189711,2.6939123,0.683653,1.0831349,1.9871758,0.952158,-2.0068007,-3.82507,-3.1710904,-5.3552117,1.7560594,-1.9639261,0.8026099,1.128172,-1.3539076,-0.1535465,-0.19200757,-1.9231721,0.63745904,1.0798697,-0.031663977,-0.003379279
-0.5953011,-3.8580263,-1.6036721,-0.39397034,0.14316913,-0.5086886,1.2767206,2.3289394,0.754165,-1.8464667,2.1951828,-1.5793463,0.38501203,0.059815865,0.40880328,0.122923754,-0.44756833,0.24350162,-0.2362376,-1.0030634,1.088375,0.72373205,0.007261203,-0.021937383
-0.87785554,0.7100381,0.46582323,0.8088981,-8.226332,-2.1857414,2.9671662,2.83706,4.0338693,0.56270057,-1.4599581,0.17128292,-0.11000736,0.039872903,-0.45822635,-0.5985809,-1.1182778,-0.9886352,-1.2547729,-1.9568044,-1.7454274,-1.8208649,0.013772628,0.01390765
-0.48318398,0.44773853,-0.27341142,-4.3590794,3.1987631,5.8653603,0.43404147,-4.3457227,0.18637237,1.1760079,1.1403998,-6.50229,-0.8602579,-1.4714841,-1.103441,3.0809982,1.4206814,0.48229235,-0.89931,-1.0154155,-1.6446291,0.5086039,0.00086824404,0.039468125
1.0726919,-1.2646239,-0.76834834,0.8195725,-2.097126,-2.3474655,-2.0744352,-5.0417933,2.096744,-1.3699936,2.330777,1.0297941,-0.4326723,1.9519519,-0.6579624,1.2051224,-2.1428897,-2.1905408,-2.1055613,1.7661829,2.281861,-1.6962172,-0.03415901,0.011657742
-0.016237374,0.23642974,0.020789048,0.079022475,-0.26645824,0.3084039,0.540219,0.06655373,-1.2074896,-0.7750992,2.1203854,-0.78763527,-0.13854517,-0.06666011,0.5040587,-0.4444372,0.66680455,-0.26947185,-1.3105855,0.20551348,0.37535933,0.1661866,-1.3710487,-0.021489127
0.9357151,-0.88762176,0.37985754,0.55976975,0.31300285,-1.6309242,2.472678,-1.9228114,3.3658006,-7.1916003,-4.4805794,8.847405,-0.3132459,-1.7851936,-2.3510408,-0.54760593,-2.0573165,-1.0990087,0.79786813,0.0011301138,0.14071666,0.8394325,-0.021529224,-0.0040993667
-0.99251765,1.4720091,-0.6061521,0.53769296,2.2780068,0.60053307,-4.098185,-3.1122427,1.1112,-1.5615455,1.0230377,2.243819,-0.20919262,-0.18588725,-0.6245716,-1.2790287,-1.1004076,-0.566028,-0.63405937,-2.1214554,-1.7516525,-1.8954979,-0.0040605296,-0.0041608615
-2.488412,0.41782135,-0.098179236,1.8719589,-1.4758285,1.1156411,-1.313887,-3.8878274,-0.48833072,0.66691124,3.695187,-1.5430535,-0.35876903,2.0241697,-1.1700814,1.1005949,0.20516239,-0.42958048,-0.8976069,2.057726,-1.0494659,-1.1000772,0.0061513535,-0.009232242
0.41037273,-0.9728637,0.11128938,-6.0952764,7.210637,-0.29264647,-6.6287727,-0.037086856,0.9663138,6.1865487,1.4699769,-3.354513,0.108536445,0.56549567,0.19945715,-0.18551692,-0.04424548,-0.6497917,-1.2807652,-1.7956473,-2.1787386,-2.656725,0.025809491,-0.0075556394
