0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
-0.10905878,0.006955307,0.10822729,0.05155062,0.38776484,0.082165234,-0.025209704,0.050369643,-0.019604765,0.10714288,-0.17401074,0.32002687,-0.04053927,-0.2914315,0.0146901505,-0.02129725,-0.083544336,-0.03524315,0.22543545,0.011265411,-0.1275059,-0.20030786,0.099776626,-0.24701592,-0.10153728,-0.05924418,0.17126201,0.04085287,0.24596877,-0.014195472,0.078423664,-0.045005888,0.09084398,0.07406967
-0.123699464,0.056287013,-0.18175308,-0.0059560104,0.024650292,0.008528955,0.019894145,0.01362057,0.25051942,-0.01287708,-0.022754028,0.03905419,-0.026372928,-0.014278499,0.34113768,0.0043912902,-0.0047461283,-0.09417499,0.02543749,-0.0019202379,0.0027043277,-0.013590147,0.0020147464,-0.021218793,-0.016283976,0.017806243,0.051862348,0.24296737,0.031933945,-0.020549998,0.016852872,-0.41823867,-0.01087009,-0.008246105
0.05390522,-0.159184,-0.08983753,0.12357132,0.21837786,0.041370012,-0.07757989,0.14064957,-0.0033564677,-0.003028798,-0.44829488,0.37891984,-0.23621553,-0.1465625,-0.065569855,0.13383308,-0.04158889,-0.031356838,0.22339487,-0.11414786,0.12299483,-0.19040477,0.04865332,-0.136268,-0.18045771,-0.18682307,0.072294235,-0.2619243,0.15209556,0.17817542,-0.2898915,0.088371694,0.2036863,0.09889187
