0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
1.2325255,-0.029753564,0.053677104,0.15785089,-0.17267229,0.020349601,0.1492773,-0.38825357,0.39774647,0.5907686,0.7600497,-0.23991941,0.5220924,-0.72011334,0.22845934,-0.4219653,-0.39811066,0.0050678304,0.07768646,0.31865793,0.03151787,0.46768656,-0.25781903,1.1809164,-0.093931474,0.59670025,0.53886783,-0.28866082,-0.018637797,-0.05982991,0.8153757,-0.79555714,-2.4817846,-0.0625452,0.118606426,-0.5861874,-0.18572062,1.2021276,0.16429187,0.18328041,0.3162031,0.027724799,-0.49107796,0.44937286,0.14992982,0.4171006,1.1095904,0.5412887,-0.2707228,0.046815284,-1.1801718,-0.06768726,0.19958687
0.5907314,-0.6308397,-1.7776448,0.8098811,0.64334124,-3.7571647,0.70407385,3.5041652,-1.262085,-1.0226647,-2.672641,-1.0638574,0.25871378,1.6880976,-0.72784895,0.6817023,0.16145818,0.15323634,-0.51987934,1.7976977,2.249658,0.35345775,-1.1059122,-2.8034384,-0.0926062,-2.9626532,-0.71271497,-0.024427872,1.9183106,1.0574862,1.3951634,1.6627815,0.93385357,-2.6692038,1.0902841,-0.7585987,1.9626337,1.0138359,0.13202013,1.6587977,-3.4634416,3.024132,-0.17242968,-1.355848,0.7796219,2.8591027,0.66446465,-0.18814632,-1.8697077,-3.0037181,-0.86591595,-0.17208733,0.47678813
2.220671,-0.58483565,-0.25684988,2.1475086,1.421747,-2.479468,0.06195454,2.9638371,0.07951662,-0.14998648,-0.11211482,0.16830938,0.117615804,0.5206682,0.19033316,-0.5722669,-0.0050362907,-0.015440844,-1.2438833,0.9429825,0.76085246,0.64859885,-7.083024,1.2369874,-0.92885655,-3.60642,-0.17558987,0.2051244,5.0653486,0.15768366,1.2114197,0.6365013,0.1306784,-0.11954845,0.9685279,-2.131327,1.2772634,-0.21067643,0.39079553,0.7649492,0.24055874,2.4289963,-0.38887063,-2.1990836,-0.57939553,2.2644005,3.4250543,-0.48873165,-0.27629942,-0.001758612,-0.38491455,-0.25155392,-0.09324215
2.1801343,-0.3087605,1.244498,1.498148,2.1385875,-0.20997003,0.3778284,0.9665424,0.9941375,-0.14127815,-0.76600933,0.075000234,0.3747515,0.32942292,0.19780682,-1.1988368,0.2992781,-0.3935451,0.2139878,0.9088262,-1.1906338,0.39104775,-3.0058498,-2.0212126,0.036243554,-1.3458505,-1.8337626,-0.93058085,0.36658147,0.2617854,-1.2912319,1.4930478,0.16749941,0.8142489,0.9858026,-0.68783355,0.9173538,-1.2492371,-0.24739374,-1.7651664,0.44387993,2.3197536,-0.0781716,-1.8932635,-0.40353012,-2.7489939,3.5705123,-0.58701384,-0.9395043,-0.40580538,0.8621304,0.10658843,-0.7634757
-0.6511682,0.5360492,-2.40702,-0.65803444,2.376026,1.7686698,-0.3951628,2.7973077,-1.065106,0.37991792,-0.022122549,-3.5317001,-2.151179,0.37115124,-5.3081374,0.13225964,3.0937538,0.22790739,0.49426934,-0.15692379,-6.733503,-0.35864183,0.8312203,1.5689353,-1.0844433,0.80092347,0.6365034,-0.60454315,-2.392757,0.8041435,-2.5523267,2.3290105,-2.4425075,-1.6960378,1.1460123,0.6367574,-1.7123543,0.91974336,-4.0005956,1.1170079,-0.5955987,-0.029705942,0.8265311,1.4314417,0.5183092,-2.5303135,-0.46616468,-0.7684942,-2.6210241,-1.709959,-0.30351132,-0.44964156,0.41849503
0.6499186,-1.1110964,-2.2676187,3.411762,1.1733217,2.5544667,0.099736325,-0.63616496,2.047962,-0.51799005,-1.6983172,0.67474395,-0.21901685,0.15733059,-1.6114223,0.54216385,-0.83615965,-0.18964767,-1.4627296,-0.649322,2.7733855,-0.5042578,-1.651952,-0.35063612,0.4149298,0.8300443,0.96140987,0.41949195,-0.42510015,-0.0366113,-1.0350204,2.5079064,-5.1740007,-1.0409789,-3.0762908,0.1376445,-1.3871474,0.050271768,-0.009150148,0.10504346,0.47804222,-2.2919364,0.087956235,0.56131893,9.997389,0.17854296,1.1300843,-0.32132238,-2.0496807,-1.5607979,-0.1988134,-0.53771514,0.21521886
1.1405013,-0.81888294,0.18382706,-0.32055506,2.1313493,3.287636,0.7765639,0.4235216,-0.2533941,1.6396607,-0.13893726,-1.4577712,-0.63502055,-0.10462334,0.16854107,0.5269706,1.3740519,-0.29336575,2.209864,0.48689958,-2.3744574,0.5182043,-1.2264516,-1.0331696,-0.113350846,0.64058775,-4.8207517,-1.3660868,0.7146395,0.12678866,-0.82395524,2.4424407,0.12699023,0.6055526,1.8688312,-0.9174457,0.18020087,-1.5551971,0.5783643,-3.5215023,-0.06919074,4.2917724,-0.12514488,0.30019388,0.5092454,-0.0210242,2.8990884,-0.022914436,-1.5218669,1.6848696,-0.32332155,-0.2358971,0.07424966
-0.40773618,0.19237138,-2.1084876,0.25887012,-0.76140845,0.36505902,-0.14361739,0.22106251,-0.31138864,0.7614183,1.6554099,-0.088015854,-0.34478158,-2.1028063,-0.99120784,0.21924333,0.24112247,-0.24220996,0.23772684,-1.079375,0.11179593,-0.4400663,0.3547992,1.132894,-0.11029348,0.076811746,-0.40180513,0.13528661,-0.56433195,-0.059318915,0.9202956,-0.20596147,-3.9589815,-0.20697266,-0.52911776,-0.36184064,0.2636772,2.9697454,0.26111674,0.5538768,-0.72271633,-7.9503293,-0.28408805,-0.09931652,-0.12681435,-0.19469713,-0.7491279,0.24737807,0.028626326,0.08540182,-0.9654264,-0.37356794,-0.13420518
-2.3480413,-0.826126,1.279259,-0.29578686,3.1409202,0.97254705,-0.51270735,0.58308405,-0.57183963,1.1974305,-1.8144791,-1.0095494,0.30274943,1.1749068,-0.6066433,-0.19228072,0.41463044,-0.5844666,0.16920514,-0.37692773,0.28469422,0.18490116,1.275233,2.1329105,-3.403447,1.1126591,1.1074383,-2.4440863,0.6823284,0.5612518,1.0853487,0.891289,1.1140946,-1.5306762,-2.201936,-0.8994037,-5.2096167,-0.7030283,-0.036791243,-0.046663966,1.1500559,-0.7118928,-0.6631696,-0.7084542,-1.7218066,1.4981643,0.17561412,-0.1750797,-1.2261844,0.22122277,-0.35847574,0.58602655,-0.63014114
-0.175468,-0.06777836,0.03418099,0.26700634,-0.24489836,-1.5202014,-0.40187246,0.91596067,0.015312153,0.009819377,-0.03972251,-0.1401196,0.36910227,-1.5761461,0.2015084,0.39170355,-0.1769781,0.29153866,-0.0054249032,-0.37008592,-0.12777346,4.260886e-05,0.6654635,2.6079383,0.24443805,-0.04733564,-0.41338575,0.000766291,-0.44457155,0.36608884,0.024554498,-0.5278544,-0.010239484,-0.10171831,1.4590107,0.105786875,-0.8139043,1.0889819,0.14431302,0.8003545,-0.22428656,-0.79657006,-1.3073016,0.25903982,-0.18929079,-2.2468462,-0.857088,-0.3279277,-0.11632304,0.037225295,-0.2686768,-0.28471547,-0.16177052
-0.6760244,-0.42234626,-0.34597874,0.50274104,1.2085658,0.77911276,0.18946023,1.08898,-1.3742623,-1.8271422,-0.124536015,0.36355644,0.059942186,-0.40925702,0.1962595,-1.5975631,-0.18285161,-0.8459759,0.34044442,0.21553978,-1.3881376,-1.1717429,-0.8801453,6.129752,-0.8085005,0.0833925,-1.0025777,-1.0697793,0.017759396,-0.02217629,-0.14223184,-0.17964621,-0.1274881,0.17706268,-0.27230892,-0.024581585,-0.13025878,0.410369,0.013586193,0.21420227,0.14607729,-0.63170815,0.1358005,-1.4203643,0.123217516,2.753443,-0.05141898,-0.20244321,0.20722345,0.08338084,-0.3819916,0.4774171,-0.002466783
-0.06377785,-0.8416537,0.023055725,-0.052924186,-0.119831525,0.14668788,0.02986306,-0.030043298,-0.08890073,0.29575917,0.04071498,-0.036729112,-0.06493113,-0.05622944,-0.033653777,-0.15200362,0.03938737,0.07937924,-0.007516778,0.08748975,0.056724276,-0.027001413,0.013404398,0.20493437,-0.023695808,0.046029013,0.013462665,0.02478443,-0.40600953,-0.020601973,0.16647916,-0.05447286,0.04446724,0.0037688182,0.10404935,-0.22866625,-0.008051564,0.28506482,0.073455445,0.19364676,-0.31180257,-0.39191937,0.4456323,-0.22024034,-0.0644861,-0.11192736,0.085783534,-0.41885725,0.08016006,-0.066715434,0.16260909,0.0059827277,0.22225101
0.67008686,-1.066041,1.2328212,0.35376292,-2.074336,-0.32958373,0.4101518,2.2023048,-0.27573195,-0.043055907,-2.2647688,0.0017036174,0.35769773,2.6874535,0.2756067,-0.41769075,-0.81470114,-0.742284,0.12130963,0.9331987,0.19392797,1.7542478,0.8168064,-1.3005979,-0.503601,-3.1732476,0.96521467,0.12853368,0.66589147,1.8081983,-1.9712955,2.4751694,-3.7812192,-2.1556425,-0.5452008,-0.574719,-1.8468301,1.3741559,-0.04503486,1.1451453,-3.4651272,0.57655597,0.065178074,1.6491073,-0.7937624,-1.1550832,1.3225914,-0.26321062,-0.35248554,-1.6229267,0.98332965,0.14530057,-0.48685798
-0.38154548,0.12771492,-0.43479452,-0.67204183,0.12698653,0.95280856,1.0892723,-2.1964402,0.1504562,-1.5773097,-0.019621253,0.3543926,0.43848175,0.41674474,0.45190617,0.17442186,0.43211523,-0.1745434,-1.8402498,2.035318,-1.0263722,-0.16940184,-0.11114221,-0.5091682,0.03636264,0.4864926,-1.6463096,0.14946485,2.0012288,0.79453737,-0.9794404,-0.711315,-0.12580903,-2.1899025,-0.2405696,-1.2828436,2.9662616,-0.12121724,0.30927154,-1.233257,-2.5352473,-0.47848347,0.5985289,-6.181346,0.79907274,0.42229167,2.7857494,-0.13151595,0.10442604,-2.2404335,-0.13129354,0.27400687,-1.1348662
