0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
0.26828152,0.03339211,0.1748893,0.0015237003,-0.0037552165,0.003086807,0.20430839,-0.0015931171,0.000731832,1.1515099,-0.005075103,0.00048068658,-0.067764044,0.05011019,0.14951752,-0.05796332,0.0019032719,0.002211968,-0.08750998,0.00074712664,-0.0023072574,-0.10059223,0.0019751622,0.055569448,0.01078663,0.06942438,-0.005493741,0.037195634,0.00026610136,-0.09501925,-0.0034238873,-0.054455243,-0.0094475085,-0.0009285303,0.03388924,0.23074587,-0.04675961
