0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
-1.1402674,0.14426431,-0.01775388,-1.1539392,-1.8257549,0.018651286,0.06144765,0.04744735,-0.48107255,-0.39898294,-0.17408456,0.5187691,0.14165837,-3.3207705,-0.0015760614,0.71599853,-0.3769874,-1.6207411,0.46335995,-1.4457414,0.060162388,0.1032471,0.8746172,-0.027702294,0.058928177,-0.0051137186,-0.016295638,0.026438862,0.61755955,0.43534926,-0.70943356,-0.13022913,-0.2759553,0.03379353,0.6472488,-0.661095,-0.59527445,0.06520373,0.4268676,-0.14457028,-0.61193025,0.28337073,-0.0057593505,-0.2783585,-0.3777179
1.1571747,-1.4296951,-0.3574728,1.0178034,0.06690189,1.193904,-1.3611414,-0.011357595,0.25325394,1.1025617,0.66165173,0.753652,0.55865,1.1079901,-0.2168345,-0.5420571,-1.1305839,-0.03941095,0.38817257,-0.1730391,0.47113082,0.4518492,0.7435787,-0.007320945,0.018507445,-0.2833913,-0.052768547,-0.14779383,-2.236611,-0.48363835,0.60051155,0.17180291,-0.8542631,-0.31655344,0.07884857,0.17090954,0.4748347,-0.02522,-0.024891289,0.00086535705,-1.9585483,-0.3334917,-0.15578124,0.3028473,-0.5860991
-0.0071695894,0.008051844,-0.03496486,-0.039171983,0.09584111,-0.04814443,0.002179582,0.08782636,0.012405369,-0.056208212,-0.031239683,0.009691781,0.06357418,0.043507833,0.008786771,-0.04609997,-0.03248629,-0.050889462,0.011907461,-0.0080029685,-0.03330763,-0.00081324513,0.01711811,-0.07317691,0.0039494,-0.053736065,0.023445426,-0.0053696395,0.0070916316,-0.0064549726,0.004923488,0.012753306,-0.008310497,0.061375245,0.029456904,0.011138711,0.02935123,-0.105651416,0.0040335413,-0.0010870312,0.028640758,0.050345223,-0.015418718,0.014183337,-0.0039718566
0.16980088,-1.2985147,0.26735404,-0.13899827,-0.08402647,0.41712925,-0.6023135,0.064727716,-0.47219026,-0.061179224,-0.57013696,-0.42169878,0.071084745,0.85044426,0.1034741,-0.72793615,0.3764427,-1.1912516,0.2954996,-0.7869572,0.23338705,-0.111828886,0.6224563,0.01933917,-0.06712924,-0.16081157,-0.032555778,0.011570249,-0.10758052,0.54345006,-0.6940941,-0.10466779,0.051565014,-0.17535135,0.20823677,-0.6859659,-0.21793382,0.007883644,-0.012143802,-0.41937518,0.04427305,-0.9611246,-0.053198498,-0.2731901,-0.12636878
-2.3093855,-0.5617472,0.42086616,-2.969002,-0.1802118,1.2603784,-1.2555679,-0.20412931,-0.34720695,-0.8881818,0.33685526,-0.89952934,-0.33574027,-0.32473093,0.4898536,-0.933615,0.15708359,-0.05496151,0.08075097,-0.28225818,0.20543426,0.43536013,-1.1184882,-0.049493637,-0.07391036,-0.039158776,-0.028128223,0.08010164,-0.068566665,-0.11812698,0.062234182,0.18406424,-0.40922475,-0.89451116,-1.5303385,-0.43932495,0.21773562,0.08262554,0.7041177,-0.13451004,-1.7475989,-0.3247418,-0.06419209,-0.6229938,-1.028214
-0.25810072,-0.38834888,-0.023452044,-0.4791576,-0.21386094,0.21250229,-0.5265663,0.07174019,-0.24295583,-0.21174154,-0.2290637,-0.005946375,-0.12919536,0.37069598,-0.15768479,0.2736721,-0.19128148,-0.12853388,1.0043788,-0.34392956,0.14096138,0.5442959,0.22831549,-0.027807035,0.04483436,-0.08312289,-0.019809017,-0.007215748,-0.24462017,1.0638157,-0.36891526,-0.038351394,0.79051507,-0.036565855,0.80082977,-0.01429804,-0.28546497,-0.0038455972,-1.0378288,-0.38901156,-0.46073127,-0.43490243,0.058696754,0.005224021,1.2452152
-0.1725513,0.3865467,-0.03941658,-0.96089536,-0.9312252,-0.057271317,0.19522507,-0.0026901164,-0.85984194,-0.5299846,0.2820228,-0.014320302,-0.24066404,0.112612806,-0.0049235704,0.036740568,-0.41164938,-0.089661375,-0.5302751,0.67916715,-0.2783988,-0.47376293,-0.45553994,0.002743732,0.010628567,0.033900246,0.008482487,0.0034341484,-0.20180637,-0.53863806,0.44455206,0.021132521,-2.237149,-0.3275046,-1.2354854,0.37694472,0.2293461,-0.012856873,-0.070940696,-0.17071824,-0.09893471,-0.3259789,-0.0004825025,-0.5035397,-1.5680652
-0.071951576,-0.13851142,0.21243966,1.0331134,0.19482036,0.3881431,-0.06853029,-0.009445464,-0.28881997,-0.0050684744,-0.14691243,-0.0060871295,-0.24584192,0.06302474,-0.10135959,0.57766265,-0.49930313,0.15773048,-1.2896119,-0.19735311,0.08141649,0.8390678,0.857934,-0.08214565,0.081711,0.099244386,0.047403686,0.010613724,-0.8324125,-0.14678097,0.07948454,0.24136734,-0.33682293,-0.75697577,-0.14962974,-0.18438442,0.10832461,0.0016847872,-0.080490775,-1.334174,-0.2091138,-0.59823596,0.015464797,0.5386158,-0.38155133
1.8535694,-0.23279905,0.03727938,-0.117302224,-0.34512222,0.16332075,-0.03768748,0.029567469,-0.09044002,-0.42524433,-1.3603865,-0.81293464,-0.23355265,-1.1381006,-0.012403537,-3.1657965,-0.8768009,0.1218364,0.26304188,-0.2807763,-0.024608076,0.55043864,-0.13605316,0.0023862398,-0.028029818,-0.014675909,0.0043443125,-0.020387622,-0.5678658,-1.276026,-0.7002105,-0.0017139033,-0.098797746,-0.4722401,-2.121524,-1.1138715,-0.20671995,-0.006163106,-0.32806432,-0.25293905,1.4128209,0.06261093,0.02577999,0.5274519,-0.32999393
-0.01791981,-0.02019716,-0.014677922,0.0044858307,-0.011278849,-0.040861312,-0.028011143,-0.0010832319,-0.013695967,-0.033002183,-0.06672212,0.05909279,0.013394843,-0.019616334,0.0929199,0.020719958,0.009924416,0.03092905,0.015174824,-0.031870205,-0.033463605,-0.00337973,-0.028866567,-0.0125415595,0.041491788,-0.05886618,0.041203484,0.110343084,0.047641475,-0.009158629,0.0073278192,0.05320812,0.00048968685,-0.024537306,0.038402278,0.027591893,0.027995927,0.040771995,0.060302123,-0.004984715,0.040269732,0.030287199,-0.10679093,0.017982678,-0.037854142
