0,1,2,3,4,5,6,7,8,9,10,11
0.23730753,-1.2571957,-0.12540847,-0.18314607,-0.62699866,-0.5168663,-0.9551806,0.13600433,-0.05931021,-0.2969153,0.16548736,0.008467692
0.4212544,1.6630863,-0.20019126,0.0763816,-0.23865502,0.11463013,0.13832663,-0.044533573,-0.14216822,-0.06156553,0.16308376,0.20354256
0.012881758,0.0058945823,0.008510205,0.2322608,-0.215973,0.49938896,-0.4159025,0.3767839,0.1913293,-1.1265504,0.06907823,0.49730992
-0.84438145,-0.32210734,-0.0060188514,-0.17286432,0.018313032,0.06965327,0.030782351,-1.2650717,-0.28500244,-0.08187319,0.5305235,1.1563058
-0.03527395,-1.8664142,0.2833053,-0.15948573,0.110429265,0.112246305,0.0412132,-0.06798536,-0.18089315,0.040972024,-0.33532533,0.3174838
-0.5400187,0.7742156,-0.15905926,-0.071349226,-0.15254173,-0.033284813,0.009328592,0.37310514,-0.05084232,-0.16051723,-0.018779935,-0.21682563
0.5152864,1.5558468,0.13222875,-0.22292814,-0.012644242,0.012637872,-0.06900705,-0.12712915,-0.020486452,0.042487133,0.1811251,-0.0026519978
-0.002967817,-0.015374584,0.008535968,0.17758042,-0.8823863,1.003588,-0.33795026,-0.15025565,0.2867385,-0.109756224,-0.01052459,-0.009247723
-0.5832658,-0.25686464,-0.06568918,0.017630372,-0.008688861,-0.16220807,0.17056188,-0.18317993,0.23316231,0.5738772,-0.5431559,-0.11647142
-0.259965,-1.1090778,0.16024034,0.095708184,0.08274765,-0.15802433,0.1493819,0.17841125,-0.1491598,-0.18778858,-0.17143725,0.30493328
0.3231386,1.7829313,-0.48884684,-0.040516898,0.08258812,-0.07200433,0.0054903887,0.25644052,-0.022678096,0.20834859,-0.14680438,-0.32890883
-0.14055838,-1.6522111,-0.17635107,0.21949688,0.2871329,-0.22626972,-0.068109736,0.2637763,-0.37101117,-0.327307,0.26379538,0.21214446
-0.038870417,-1.0004516,0.29906642,0.36146542,-0.35254893,0.4440832,-0.18806097,-0.11573138,0.04434549,-0.17343089,0.4140143,-0.1560579
