0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
0.5334466,0.22764716,0.05994981,-0.05146609,-0.6877572,-0.16386464,-0.1357032,0.102645874,0.15679343,-0.0541643,1.7871625,0.070414215,-0.08746515,-0.8184619,-2.1412766,-0.99436015,0.06546897,-0.7206191,0.45117852,1.0407845,0.035298258,-0.28888243,-0.033897895,0.9189339,-0.3918656,-0.19272843,0.020761378,0.0454665,0.17574815,-0.57536924,-0.2865325,-0.09096469,-0.9522041,0.14574806,0.49723098,-0.124446616,-0.49837184,-0.4032806,-0.39718792,-1.87764,0.13987173,-0.027080512,0.6958239,0.30444428
-0.002598156,-0.02577883,0.012773763,0.0088870935,-0.004795219,0.003533775,-0.006759711,0.055760458,0.0036046857,-0.019205915,0.021576507,-0.031586,0.0048865224,-0.01207919,0.018519027,-0.010832953,0.06523266,0.0016048988,0.040429696,-0.026831167,0.03404473,-0.05515928,-0.04716106,-0.03812269,-0.03247126,-0.11773213,0.021741295,-0.0029667765,-0.008602925,-0.07910949,-0.045646813,0.030338468,-0.017094199,0.00430109,0.04583654,0.013641654,-0.012063469,0.041277386,0.015654685,0.016431501,-0.020807859,0.043638084,0.002583344,-0.00764552
-0.36152545,-1.518866,-0.005185624,-0.40634096,0.951086,-0.060658593,-1.5397651,-0.46658027,-1.1900109,-0.0023644208,-0.65489155,0.77625465,-0.0079093855,-0.05106234,-1.180366,-0.036035307,-1.6233809,-0.4476567,-1.4905467,0.73796535,-0.2351164,0.8935341,-0.22046936,0.6034619,0.886097,2.243328,0.0021316705,-0.5784385,-0.850433,-0.937402,-0.28161246,0.5125766,-2.1276135,0.39452708,0.95651084,-0.18843691,0.104804695,-1.229411,0.21672957,-0.065170266,2.62103,-0.053569935,-0.71893597,-0.20764124
-0.28152552,-0.08914745,-0.0021177155,1.5521475,-2.6734717,-0.53971356,-0.26295784,0.11570909,0.8175989,0.021080125,0.79158986,0.14755763,0.009853703,0.5393174,-0.20330831,0.40864342,0.035929278,0.7281044,-0.63265324,0.7415202,2.1808107,0.013114651,0.16990916,-0.2932742,1.8750201,0.3077777,0.016472451,-0.39567164,1.0763925,0.008799111,1.0472269,-0.37745678,-0.09173199,0.3074001,0.55293,-0.07901222,0.13488369,1.2361271,-0.3982228,-0.46583834,1.1663048,-1.4084524,0.2013992,0.5338095
-1.3324897,0.75082564,-0.014780357,0.39451167,-0.36430323,-0.39430782,-0.49776468,0.65092766,-0.52261806,0.025190702,0.56808794,-0.22276405,0.03147373,-0.6270024,-0.86986345,0.19255865,-0.0070000086,-0.73068327,0.014540918,-2.7048743,0.8478062,0.15734093,0.3793231,-0.44263813,-1.625611,-1.1886052,-0.009133551,0.4249942,0.029652767,-0.53717375,2.3450873,-0.49453962,-0.83533406,-0.23632455,-0.5858171,-0.10454949,-0.6959112,-0.33752698,-0.3273651,0.2861874,-0.684497,0.22902913,-0.3573559,0.10558664
0.78408074,-3.2857776,0.02490915,2.1901002,-0.4367065,-2.02191,-0.5639072,-0.39871487,0.29205754,-0.016949093,-2.0538208,1.2050076,-0.054771468,-1.2396122,0.1314248,-1.4381399,-2.557051,-1.3915803,0.16536973,0.89731365,1.4371971,-0.09313147,-0.15951672,-2.2726362,-0.42341796,0.41355142,0.02820049,0.48986048,0.4632378,-0.65599865,1.5468835,-2.7509975,-0.16857624,0.42170355,0.43744707,-1.2486176,-0.22028288,2.3291626,-0.8750265,-0.758936,1.5568144,0.08208429,-1.5428632,-0.38738924
-0.06529856,-0.03025261,-0.009135111,-0.04525759,0.027666157,0.010227772,-0.00043997122,-0.076916404,-0.00973728,-0.030594852,0.03505682,0.008145235,-0.01964499,-0.01069855,-0.0033769305,-0.025768595,0.004190409,0.115482934,-0.009549572,-0.0103553925,0.056950435,-0.046225503,0.033504464,0.067232035,-0.06373944,-0.016812192,-0.041070923,-0.010814915,-0.07008802,-0.009802677,0.01357402,0.0014825623,0.09445809,0.00141377,-0.09745647,-0.013850349,-0.017799202,-0.03160065,0.0023426746,-0.005554525,0.12561034,-0.027547074,0.17232922,0.0060907803
-0.020890212,-0.06194409,-0.011696606,0.031653065,-0.014203472,-0.035087567,0.01002045,-0.015824605,-0.005364219,-0.035431825,0.057726447,0.00017630061,-0.0015444575,0.05887666,-0.031709407,0.005386109,-0.03730222,-0.09400531,0.012717406,0.016499499,0.0017466747,-0.0446699,-0.00048114048,-0.1290411,0.07783721,-0.023385396,-0.011218412,-0.0598606,0.053008627,-0.0110861445,-0.10472656,0.020317098,-0.011475701,-0.011357119,0.00051509903,0.024127897,0.027669275,0.0069590057,-0.004686641,0.005148263,-0.014934739,-0.039130393,-0.0007404698,-0.017914046
-0.5950119,0.054442376,0.004776507,-0.28480855,-0.94407856,0.68067163,-1.4300371,0.30602235,0.44095573,0.01611936,0.63507324,0.16068076,0.0064607686,-0.09079387,0.008817177,-0.5130832,-0.03295954,0.5980762,-0.6055552,1.3768677,0.68231314,-0.55630285,0.39982754,-0.17396852,0.2117487,-1.0241147,0.0038147464,0.055016607,0.3782941,0.47453377,0.4371048,0.97620136,-0.15212081,-0.8850088,0.0018389071,0.18247414,0.02486608,-0.6144071,-0.003701811,0.28468537,0.75812495,0.16006777,0.038399763,0.23069116
-0.048023738,-0.034145236,-0.0041057733,-0.025618797,-0.036585476,0.0058583072,-0.0025392768,-0.04793448,0.008676449,-0.001033651,0.0994029,0.018256195,-0.019854607,0.09122482,-0.016294746,0.013380689,-0.0059486576,-0.010164815,0.04140187,0.011718333,0.010092742,0.067312256,-0.051186983,-0.12632492,0.039714795,0.033262752,0.01930077,0.031109301,-0.035874706,0.00032276934,0.018394891,-0.040151905,0.11453967,0.0032369231,0.034581747,0.029481,-0.03856639,-0.12379807,-0.038775288,-0.010238536,-0.016105045,-0.022320844,-0.027564278,0.051436543
0.08808621,0.2891782,0.060234874,0.3349033,-0.55001086,-0.076435484,-2.538319,0.49676362,0.054839775,0.048614006,0.38333616,-2.7952547,0.09197033,0.3559887,-0.45860928,-0.240871,-0.10333054,0.21443643,0.04659894,0.071057305,0.14547113,-0.49343833,-0.1859677,-0.28864977,-0.09579212,0.16365361,-0.0064982106,0.11979984,0.3033388,0.2862523,-0.4405767,-0.2524219,0.55701953,-1.2606107,-0.33905405,0.28158152,0.3772853,-0.13500902,-0.17802374,0.21495831,0.3848027,0.51136154,0.41143984,-0.15051733
-1.1392909,1.1690433,0.01324892,2.6390765,-1.3704683,0.05382707,-1.9904695,0.8959202,-1.5631671,-0.03661471,1.3359367,0.98606145,-0.03539443,1.4177744,-0.63395345,0.6239173,-1.0882387,1.0034283,-1.0983857,0.9732523,0.68510306,0.991288,0.15882215,-0.103437,1.3188884,-0.31018156,0.032432184,1.3062105,0.6653339,0.6592242,1.665284,0.2702396,4.2243624,0.31821275,-0.7877798,-0.3696788,1.1103014,1.5518376,0.015678722,0.3989826,1.7140883,-1.455313,-2.9578981,-0.054852523
0.019164544,-0.049785603,-0.010553205,-0.096796766,-0.021597918,0.0077993358,0.004249613,0.043434087,0.040059395,-0.023293363,-0.07154006,-0.016053447,-0.0076796757,-0.06816877,0.00600371,-0.038758826,-0.018023608,-0.08384613,0.018688977,0.023352697,-0.006144996,-0.04576714,-0.009231837,0.0065437667,0.16292794,0.062158823,-0.010950196,-0.050385162,-0.053607393,-0.025802212,-0.010366514,0.034279022,-0.08850647,-0.0004539597,0.122398205,-0.008841555,0.06888904,0.07603802,0.021385709,-0.0022230758,-0.08134666,0.014186894,0.044997923,0.042922024
1.5247917,0.038597435,-0.008094812,-0.2901737,0.5075624,0.4128715,-0.17468354,0.41524348,0.38195956,0.02326565,1.436689,-1.1276344,0.029158188,-0.53811646,-1.3834727,0.53764606,-3.210205,0.622322,0.5702917,-2.9348872,0.014227757,-0.63148165,-0.48116598,0.007901675,0.9841949,1.6649736,-0.015084893,-0.2858752,0.64909,1.3307419,-1.316437,0.09904454,-1.6509722,0.15251414,1.0048275,-1.4285661,0.5247261,-0.16709425,0.39687937,-0.28523123,-1.3042351,0.1769716,-0.112633444,-0.15366352
0.45345533,0.6066938,0.007626483,0.31341916,-0.14179772,0.012552896,-1.0237197,0.4232314,0.3620637,0.017314954,0.3337427,-1.7816529,-3.73374e-06,0.99041563,1.0629165,-0.3136842,0.11712397,-0.22627442,2.038045,-0.8072628,0.4451291,-0.99048144,-0.41960415,2.5088007,-1.1155038,0.73349774,-0.061324757,0.6310098,-0.13285092,1.158498,2.825318,-0.16168316,0.5395607,-0.60441786,-0.37627348,0.11267574,0.79739016,-0.28124204,0.038218334,-0.27637964,-0.8183042,-0.1433681,1.0423558,0.92377627
-0.990752,-0.7711493,-0.027733497,-0.2484289,0.3443207,0.21209364,-0.1194577,0.5145869,-0.16275932,-0.061569132,-4.158145,-0.13662362,-0.00061794743,0.2951364,-1.9977443,0.22003931,0.16858703,0.6266601,-0.46251848,1.5750923,0.7026801,-0.41867194,-0.50826335,0.43308955,-0.30122942,0.6089447,-0.007804776,1.1006451,0.8371776,0.8806197,0.8992283,-2.369742,-1.9000163,0.109058075,0.3278875,0.39966562,1.1684352,-0.14263621,0.12963708,-0.6158251,3.3384464,0.041031115,0.28678998,-0.31613722
-0.2180065,0.1883498,-0.15936923,-0.10138285,-0.47795412,-0.107896365,-2.3078914,0.40027708,0.30445653,0.07954313,0.06363539,-2.581753,-0.021852907,0.7008606,-0.39544702,-0.08937367,0.08076275,0.095788,-0.15011263,0.12834838,0.31707716,-0.21087371,0.29425788,0.23383954,-0.035198506,-0.039110094,0.005384309,0.26938927,0.16181237,0.40811795,-0.105073616,-0.2561384,0.42267022,-1.1759663,-0.16785347,0.109170966,0.48719347,-0.16221586,-0.24568717,0.06802271,0.14248699,0.6915786,0.55501837,0.20120503
0.8015974,0.38410893,-0.025044799,2.2325912,-0.2649595,-0.33426657,-0.040149175,-2.3366838,1.0422809,0.014347292,-2.2605324,-0.1711609,0.030464033,0.49155292,0.9560776,0.037890036,0.060470406,0.026650056,0.7892714,-0.22922614,0.28436574,0.6366388,0.32904115,-0.24680015,1.4305433,0.07842853,-0.014948365,1.269136,0.67817736,-0.65048236,0.20148516,-0.37893352,1.3128301,0.007889453,-0.9173174,0.23839311,1.514912,0.5373315,0.6996916,-11.261703,0.36660808,-1.4649291,-0.13228111,-0.36458772
0.03949248,0.015062017,-0.029576654,-0.18279874,0.0016388716,-0.0037921614,0.00241806,0.06501338,0.018285902,-0.00570542,-0.10473335,-0.0024692903,0.021538319,-0.10569341,0.028642995,-0.029314412,0.015174186,0.009559601,-0.05858422,0.006631699,0.013803895,-0.007994608,-0.014056297,0.05105475,0.02613677,0.08238843,-0.00915003,-0.01176805,-0.058206864,-0.014832691,0.076577246,0.021678977,-0.063652195,-0.0015845298,0.06348735,-0.033615094,0.016333118,0.115985274,0.045536593,-0.0027046003,-0.053104986,0.04307923,0.021548714,0.0130995065
2.3537905,-0.026202163,0.0061683333,2.779026,0.3824843,0.31661856,-1.7152057,-0.6989336,-1.8960102,-0.0025752801,0.7241545,-3.8119946,-0.0036884916,-2.6299255,0.069319725,0.11499673,-1.1261516,0.5166249,1.3535107,0.6203451,1.7097929,0.74872726,-0.20955397,-0.5463926,1.970407,0.34297693,0.002109098,0.18346114,0.89220077,0.4451783,1.5709665,0.4510507,1.9942988,-0.22083758,-0.11221974,-4.37088,-1.0144336,1.4235269,0.13207874,-0.4057668,-0.50190705,-2.729668,-1.7649672,0.24195321
0.06262867,0.013732604,-0.022402078,-0.036215283,0.033476975,0.023060156,-0.0051966095,0.061203238,0.029749457,0.016280066,-0.07657891,-0.024141412,-0.008940361,-0.028992778,0.032824792,-0.008184275,0.04250544,-0.008619121,0.026681047,0.012589209,-0.054381974,0.03962601,-0.064786956,-0.035451163,-0.012982245,0.09224385,0.012409511,0.06969414,0.02178204,0.03051034,0.008773505,-0.0008816803,-0.032621678,0.004860624,0.061397612,0.024474967,-0.015640197,0.044720262,0.030114673,-0.0067754025,-0.13746378,0.047903623,-0.16021329,-0.048060596
0.85185677,1.007995,0.05688541,-0.14399992,-0.18345949,-0.3228001,-2.924598,0.06439811,0.4383633,0.008806696,0.10846109,-3.314016,-0.015934002,0.24757402,-2.0194328,0.017065402,1.0040972,0.8185602,0.2815598,-0.7447489,0.6684362,-0.53884226,-0.09143289,-0.41411847,-0.03330827,0.4506211,0.018888142,-0.4715934,0.31444615,-1.1109915,-0.2835614,-0.5462316,-1.1970775,-1.2027324,0.46945283,-1.3929183,-0.45589325,0.047955815,-0.82395315,-0.7977093,0.1966612,0.013961933,0.4153575,0.2227175
0.23498125,0.46031088,-0.009746631,0.3965603,-0.30197126,-0.3473302,-2.2566574,0.32637915,-0.08815713,-0.028153025,0.327657,-2.4555864,0.058506653,0.32498527,-0.261174,-0.16731204,0.08409119,0.16487156,0.023292053,0.054508403,0.3398357,-0.50243753,0.29734042,0.28621125,-0.40979484,0.301504,0.012911179,0.24279767,0.30751124,0.12784316,0.0069066314,-0.36321726,0.6908731,-1.4792651,-0.15175766,0.15072593,0.23714955,-0.12960131,-0.11377314,-0.22359912,0.2541527,0.122617066,0.56291914,-0.07499898
0.012530877,-0.0067065703,0.0058028013,-0.14192624,0.005066339,0.012063496,-0.006756174,-0.0056729633,-0.0016225209,0.0020302034,0.001071159,-0.021876665,0.012465185,0.03525511,0.0046265917,-0.010886766,0.040547352,0.115186945,0.05150086,-0.0033914456,-0.07304785,0.029557334,0.00051770493,0.09896656,0.058083415,-0.04955581,0.010777678,-0.045817524,0.0068568904,-0.015515455,0.05232204,-0.00087677897,0.020126278,0.005503022,-0.035726197,0.035614517,-0.06657972,-0.09382127,-0.061343435,-0.003144452,0.04204909,0.01235344,0.0091590835,0.017001312
-0.86649746,-0.15039147,-0.010601577,1.3829765,0.6579067,-0.114715874,0.07635961,0.6496086,0.7769453,-0.00058190804,0.89545184,-1.3195436,0.014250305,1.1593105,-0.332948,0.3674325,-0.009000352,-0.054934572,-2.0657887,-2.877602,0.44345024,0.6248519,0.079287544,1.2570559,0.4335634,0.7639754,-0.015080806,-2.5684943,0.8821239,0.08324165,0.15875547,0.6167548,0.050629504,-0.20427617,-0.48987266,-1.8388934,0.13607636,0.67566,-0.8441948,-0.56562006,-0.46175593,0.05783912,0.078558885,-0.7486121
0.99884444,0.087763764,0.007653366,1.7875617,0.501525,-0.31553328,-1.6934161,-0.4040326,-0.530509,-0.015393015,0.6687655,-0.5792329,-0.009228642,-0.8411673,-0.37260845,-0.33692035,-1.4601133,-0.44433215,0.9787702,0.014942516,1.4588395,-0.9142017,0.045125417,-0.4012184,0.76720303,-0.5386532,0.008490076,0.106903285,0.59369016,0.1545351,-0.7216814,-0.2883242,1.345616,-1.4335698,0.0036283233,-2.1829886,-0.3197237,0.2944221,0.17099129,0.023392895,0.80688024,-1.3605607,-1.663955,0.45263454
0.090004236,0.48805213,-0.010848415,-0.41436166,0.89857894,-0.05895585,-0.11437647,-0.39114386,-0.054021843,0.0005842922,-1.0036436,0.1887896,-0.0025793258,-0.36913908,0.16486011,0.14952986,0.7473187,0.79981846,0.3826553,0.4831645,0.59299237,-0.30559793,-0.78870493,0.10131728,-0.15639493,-0.5600176,0.0007704779,0.7281511,0.3420114,-0.48851544,-0.47059804,-0.0063252114,-0.03091317,-0.12308517,-0.23600277,0.002269421,-0.4835467,0.5280861,-0.41250092,-0.41345778,-0.33377618,0.28802317,0.079802655,-0.19299267
